date,open,high,low,close,volume,amount
2025-01-02,1221.143,1235.281,1188.142,1198.238,552367930,4424372000.0
2025-01-03,1201.991,1205.431,1150.561,1152.741,592453240,4477918700.0
2025-01-06,1150.58,1162.536,1122.08,1146.897,636629560,3973108900.0
2025-01-07,1150.738,1177.866,1148.892,1177.666,552586940,3786566600.0
2025-01-08,1174.526,1183.38,1140.938,1175.834,569130480,4542702700.0
2025-01-09,1170.969,1186.492,1167.687,1178.229,465025210,3756732100.0
2025-01-10,1176.264,1186.722,1139.967,1139.967,427178630,3312806200.0
2025-01-13,1134.279,1151.605,1114.362,1145.013,385985980,2999091000.0
2025-01-14,1151.207,1202.878,1151.207,1202.878,642480440,5204228600.0
2025-01-15,1207.276,1207.276,1191.011,1194.32,473697310,3814390700.0
2025-01-16,1206.061,1226.703,1205.952,1217.096,661089950,5103500000.0
2025-01-17,1221.093,1221.469,1199.881,1212.235,755351150,5302750900.0
2025-01-20,1222.443,1236.778,1210.9,1232.332,698732270,5434539400.0
2025-01-21,1233.468,1234.924,1216.276,1227.512,569976130,4344419800.0
2025-01-22,1217.25,1222.438,1209.397,1215.61,540414100,3912577900.0
2025-01-23,1225.497,1242.453,1215.324,1215.324,627445690,4863121900.0
2025-01-24,1213.527,1228.365,1209.291,1226.219,497519930,4261146700.0
2025-01-27,1233.037,1239.938,1218.896,1219.788,436321360,4006582900.0
2025-02-05,1228.284,1239.044,1224.456,1234.533,443741030,4440386100.0
2025-02-06,1233.085,1257.479,1225.812,1257.424,528089050,5191745600.0
2025-02-07,1256.356,1279.567,1251.622,1270.516,655572610,6272498400.0
2025-02-10,1271.468,1291.697,1269.656,1291.697,656536100,5961536400.0
2025-02-11,1290.578,1293.866,1275.74,1289.205,549762310,5179332900.0
2025-02-12,1285.246,1303.269,1284.577,1303.269,544970800,4995752500.0
2025-02-13,1303.376,1303.685,1283.946,1283.946,579443600,5365611700.0
2025-02-14,1283.096,1290.634,1278.499,1286.773,562642750,4910360800.0
2025-02-17,1290.031,1320.147,1290.031,1319.77,721023640,6887700000.0
2025-02-18,1319.122,1319.628,1273.329,1277.118,604836770,5656670900.0
2025-02-19,1279.48,1305.487,1277.198,1305.487,475294670,4935293800.0
2025-02-20,1306.413,1314.821,1300.55,1313.205,476788060,4918152100.0
2025-02-21,1311.696,1324.868,1302.285,1324.494,690592030,6911264500.0
2025-02-24,1325.518,1342.707,1321.001,1334.006,850522870,8531968600.0
2025-02-25,1321.699,1338.249,1316.139,1325.5,619146370,6145698200.0
2025-02-26,1328.524,1345.821,1328.524,1340.053,610534400,6232192200.0
2025-02-27,1341.107,1345.386,1310.575,1331.577,604730700,6139481100.0
2025-02-28,1326.774,1328.882,1288.298,1291.263,582166380,6111764300.0
2025-03-03,1293.178,1315.114,1286.275,1299.949,544613050,5596582100.0
2025-03-04,1291.87,1318.735,1288.744,1318.671,414265260,4353635200.0
2025-03-05,1319.173,1319.227,1295.579,1312.654,462545040,4317765800.0
2025-03-06,1317.852,1342.565,1317.852,1339.338,613625190,6416960700.0
2025-03-07,1337.259,1349.724,1323.64,1331.137,598616080,6953238800.0
2025-03-10,1336.681,1346.245,1329.447,1338.801,443540330,5616501700.0
2025-03-11,1327.656,1346.769,1325.838,1346.769,576589070,8781566300.0
2025-03-12,1351.562,1360.916,1346.756,1354.74,617846520,8514510000.0
2025-03-13,1355.104,1356.927,1319.088,1335.256,643951840,7375354300.0
2025-03-14,1337.346,1354.637,1322.489,1354.637,651814160,7065859500.0
2025-03-17,1360.12,1373.127,1359.867,1372.122,747093000,7861104100.0
2025-03-18,1372.869,1386.355,1369.669,1385.763,752222880,7545680400.0
2025-03-19,1385.884,1386.432,1373.853,1380.916,618533150,6814946200.0
2025-03-20,1382.693,1384.801,1371.596,1374.247,609016430,6521438900.0
2025-03-21,1366.814,1378.201,1351.864,1356.459,636596300,6619673200.0
2025-03-24,1357.372,1358.824,1292.942,1318.196,656954460,6372099400.0
2025-03-25,1315.439,1327.818,1306.432,1319.967,553449370,5098105700.0
2025-03-26,1317.367,1338.898,1314.01,1337.833,567566970,5080667300.0
2025-03-27,1333.094,1336.092,1310.959,1321.1,443846440,4040161700.0
2025-03-28,1321.865,1328.358,1301.236,1301.99,436833910,4092308700.0
2025-03-31,1294.58,1300.137,1273.607,1292.898,461583100,4210893900.0
2025-04-01,1293.953,1316.949,1293.953,1310.654,422496880,3896893700.0
2025-04-02,1311.324,1320.074,1303.924,1308.092,367638010,3499550600.0
2025-04-03,1296.197,1315.398,1288.559,1302.719,468400190,4648952400.0
2025-04-07,1231.351,1231.351,1117.665,1130.4,842019640,8323409800.0
2025-04-08,1131.952,1166.98,1113.158,1136.719,767316290,7151355400.0
2025-04-09,1117.463,1178.369,1061.058,1170.728,791147660,7588654400.0
2025-04-10,1187.043,1216.037,1187.043,1194.334,657775220,7071643900.0
2025-04-11,1183.706,1215.719,1183.302,1203.895,529261370,6294073600.0
2025-04-14,1218.786,1237.259,1218.786,1228.904,620130050,6670538500.0
2025-04-15,1231.024,1234.353,1214.157,1227.472,514781510,5585307100.0
2025-04-16,1222.847,1223.918,1186.6,1204.37,473685910,4809047600.0
2025-04-17,1198.349,1227.257,1196.451,1214.412,472079000,5450739300.0
2025-04-18,1214.192,1218.213,1200.847,1211.442,442166250,5247321200.0
2025-04-21,1210.611,1230.984,1203.578,1230.984,435384850,5127979800.0
2025-04-22,1224.54,1231.389,1219.066,1229.558,447571650,5682712000.0
2025-04-23,1229.813,1238.644,1227.447,1235.52,454554200,6138765500.0
2025-04-24,1232.462,1241.19,1219.038,1228.964,509197020,6104729000.0
2025-04-25,1224.182,1231.358,1214.908,1225.768,495944960,5968758500.0
2025-04-28,1227.684,1228.194,1204.174,1204.883,460342180,5408131000.0
2025-04-29,1199.284,1219.296,1197.202,1211.484,396879530,5192134100.0
2025-04-30,1206.812,1220.874,1206.812,1215.336,389111980,5431671000.0
2025-05-06,1217.269,1248.655,1217.269,1248.655,511323560,6883193500.0
2025-05-07,1265.741,1272.664,1256.771,1266.915,891157530,8244796400.0
2025-05-08,1261.895,1283.447,1261.895,1282.522,710735680,7344729100.0
2025-05-09,1282.374,1283.613,1267.888,1272.797,609610880,6654323100.0
2025-05-12,1279.933,1288.016,1277.857,1287.951,576470490,6919445800.0
2025-05-13,1299.096,1299.348,1282.213,1286.544,714002180,8082408900.0
2025-05-14,1284.809,1290.685,1273.899,1284.011,619527980,7435294200.0
2025-05-15,1282.142,1282.142,1267.63,1268.039,614933920,6431435200.0
2025-05-16,1268.386,1280.773,1267.594,1275.129,474600270,5975523700.0
2025-05-19,1278.209,1286.806,1265.17,1283.51,601497540,6557930400.0
2025-05-20,1285.387,1298.707,1277.664,1298.621,600297270,6143606000.0
2025-05-21,1296.405,1297.28,1278.806,1286.252,566801560,5501326600.0
2025-05-22,1282.99,1291.807,1265.055,1266.09,550420250,5162188800.0
2025-05-23,1265.377,1281.232,1257.895,1258.846,529835680,5494607600.0
2025-05-26,1262.188,1274.064,1260.639,1274.064,505060610,5293997000.0
2025-05-27,1273.43,1276.57,1262.09,1274.222,461642160,4659196800.0
2025-05-28,1273.978,1281.77,1265.361,1268.85,504553720,5038006300.0
2025-05-29,1266.651,1290.603,1266.651,1290.603,530222710,5722160900.0
2025-05-30,1293.231,1293.231,1271.074,1272.56,516695140,5652092500.0
2025-06-03,1264.595,1278.797,1264.595,1274.142,399859470,4572035100.0
2025-06-04,1275.397,1286.606,1275.397,1285.806,456691670,4948266200.0
2025-06-05,1285.878,1293.69,1280.655,1292.59,489621810,5910790100.0
2025-06-06,1293.346,1297.164,1289.265,1295.311,433465330,5459921000.0
2025-06-09,1298.333,1312.26,1297.234,1312.218,505245470,6221896800.0
2025-06-10,1313.698,1316.557,1287.992,1303.169,554267250,5993149300.0
2025-06-11,1304.707,1312.535,1304.096,1307.197,425099410,5075670500.0
2025-06-12,1303.804,1310.732,1299.764,1305.448,467208970,5711139200.0
2025-06-13,1302.749,1306.835,1294.0,1295.586,747094670,7385995300.0
2025-06-16,1289.6,1309.64,1289.418,1305.47,562050290,6378144200.0
2025-06-17,1308.636,1315.25,1301.884,1312.095,650108750,6882951700.0
2025-06-18,1307.529,1310.938,1297.012,1308.867,624276230,6717553300.0
2025-06-19,1307.45,1307.723,1280.341,1284.393,610951780,6541080800.0
2025-06-20,1279.918,1290.032,1270.227,1270.731,486859210,4980274700.0
2025-06-23,1267.165,1294.043,1264.963,1293.359,763886390,6873579700.0
2025-06-24,1289.46,1314.665,1289.46,1314.626,789066470,7296577500.0
2025-06-25,1317.274,1321.985,1309.258,1321.985,624926890,6634086500.0
2025-06-26,1323.138,1327.964,1316.047,1316.978,664279570,6698975800.0
2025-06-27,1320.542,1326.026,1317.349,1323.705,567680500,5974549700.0
